,age,job,marital,education,default,housing,loan,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
6729,49,self-employed,married,professional.course,unknown,no,no,aug,tue,432,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
6730,32,entrepreneur,married,high.school,no,yes,no,may,tue,325,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
6731,76,retired,married,basic.4y,no,yes,no,sep,mon,136,1,999,2,failure,-1.1,94.199,-37.5,0.882,4963.6,no
6732,56,housemaid,married,basic.4y,no,no,no,jun,wed,204,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6733,45,admin.,single,university.degree,no,no,yes,may,tue,766,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
6734,31,blue-collar,married,basic.4y,no,no,no,nov,thu,37,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
6735,30,student,single,high.school,no,yes,no,apr,thu,136,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
6736,33,technician,divorced,professional.course,no,no,no,jun,thu,26,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
6737,39,technician,single,high.school,no,yes,no,jul,wed,233,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6738,29,admin.,single,university.degree,no,no,no,aug,mon,9,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
6739,31,blue-collar,married,professional.course,unknown,no,no,jul,fri,109,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
6740,30,services,married,high.school,no,yes,no,jun,wed,138,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
6741,48,blue-collar,married,university.degree,no,no,no,aug,mon,164,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
6742,28,blue-collar,single,unknown,no,no,no,jul,thu,82,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
6743,32,blue-collar,single,high.school,no,no,no,jul,fri,165,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
6744,47,blue-collar,single,basic.9y,unknown,yes,no,apr,mon,68,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6745,33,management,single,university.degree,no,yes,no,jul,fri,72,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
6746,30,admin.,divorced,high.school,no,no,no,nov,wed,131,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
6747,27,blue-collar,married,basic.9y,no,yes,no,may,thu,491,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
6748,24,student,single,high.school,no,no,no,jun,wed,132,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6749,25,technician,single,high.school,no,no,no,jul,fri,96,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
6750,40,blue-collar,married,basic.9y,no,yes,no,may,tue,337,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
6751,58,unemployed,married,professional.course,unknown,no,no,aug,thu,123,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
6752,27,admin.,married,high.school,no,no,yes,may,thu,279,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
6753,34,blue-collar,married,professional.course,no,yes,no,may,mon,210,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
6754,39,blue-collar,married,basic.9y,no,yes,no,may,tue,257,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
6755,32,admin.,married,university.degree,no,yes,no,jul,thu,129,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
6756,57,admin.,married,high.school,unknown,no,no,aug,tue,135,15,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
6757,29,services,single,basic.9y,no,no,no,may,thu,159,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
6758,39,admin.,divorced,basic.9y,no,no,no,may,wed,363,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
6759,56,retired,married,basic.4y,unknown,yes,yes,may,mon,146,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
6760,38,management,divorced,university.degree,no,no,no,aug,fri,247,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
6761,33,admin.,single,high.school,no,yes,no,apr,fri,191,1,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no
6762,48,blue-collar,married,basic.6y,unknown,no,no,apr,fri,576,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
6763,27,admin.,single,university.degree,no,no,no,jun,thu,64,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
6764,59,retired,married,basic.4y,no,no,no,may,mon,13,6,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,no
6765,34,admin.,married,high.school,no,yes,no,jul,wed,293,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6766,54,housemaid,divorced,basic.4y,no,yes,no,jun,wed,129,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
6767,35,management,single,university.degree,no,no,yes,nov,mon,214,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
6768,33,blue-collar,married,high.school,no,yes,no,may,wed,183,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
6769,39,unemployed,married,high.school,no,no,no,may,fri,241,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
6770,30,blue-collar,single,basic.9y,no,yes,no,nov,mon,563,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
6771,25,admin.,single,high.school,no,no,no,jul,wed,114,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
6772,39,management,divorced,basic.9y,unknown,yes,no,jul,thu,86,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
6773,32,admin.,single,university.degree,no,yes,no,aug,fri,124,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
6774,32,blue-collar,married,basic.6y,no,yes,no,may,thu,52,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
6775,20,student,single,unknown,no,yes,no,apr,tue,81,3,999,0,nonexistent,-1.8,93.749,-34.6,0.646,5008.7,no
6776,47,blue-collar,married,basic.4y,unknown,no,no,jun,tue,384,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6777,27,admin.,single,university.degree,no,no,yes,jun,tue,154,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
6778,39,admin.,divorced,university.degree,no,no,no,aug,tue,199,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
6779,58,retired,married,professional.course,unknown,unknown,unknown,may,tue,179,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
6780,53,unknown,married,high.school,unknown,no,no,may,thu,303,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
6781,39,admin.,married,high.school,no,yes,no,apr,fri,479,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6782,25,technician,single,university.degree,no,no,yes,nov,wed,79,4,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,no
6783,36,unemployed,single,high.school,no,yes,no,jul,wed,148,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
6784,46,retired,married,university.degree,no,no,no,may,thu,334,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
6785,30,blue-collar,married,basic.9y,no,yes,no,may,mon,123,14,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
6786,27,admin.,single,university.degree,no,yes,no,may,fri,81,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no
6787,35,services,married,basic.6y,no,no,no,may,mon,70,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
6788,53,services,divorced,basic.4y,unknown,no,no,jun,mon,91,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
6789,18,student,single,high.school,no,yes,yes,mar,tue,103,1,999,0,nonexistent,-1.8,92.843,-50,1.687,5099.1,no
6790,30,admin.,married,university.degree,no,no,no,aug,mon,243,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
6791,35,unemployed,married,high.school,no,no,yes,jul,thu,84,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
6792,29,admin.,single,university.degree,no,yes,no,aug,thu,435,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
6793,34,unknown,married,unknown,unknown,no,no,aug,wed,245,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
6794,44,self-employed,married,university.degree,unknown,unknown,unknown,may,fri,38,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
6795,32,admin.,married,university.degree,no,no,no,may,fri,209,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
6796,55,retired,married,basic.6y,unknown,no,no,jul,tue,61,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6797,34,management,married,university.degree,no,no,no,nov,mon,75,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
6798,32,entrepreneur,married,university.degree,no,yes,no,aug,fri,19,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
6799,27,admin.,single,university.degree,no,no,no,may,mon,409,1,1,1,success,-1.8,92.893,-46.2,1.299,5099.1,no
6800,33,technician,married,high.school,no,no,no,aug,thu,152,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
6801,31,admin.,married,university.degree,no,no,no,may,tue,176,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
6802,52,housemaid,divorced,high.school,no,yes,no,aug,tue,140,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
6803,34,services,divorced,high.school,no,no,no,jul,thu,212,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6804,48,housemaid,married,basic.6y,unknown,yes,yes,may,tue,501,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
6805,39,entrepreneur,married,high.school,no,no,no,jun,tue,135,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
6806,26,admin.,single,high.school,no,yes,no,may,thu,918,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
6807,19,student,single,basic.9y,no,no,no,apr,tue,43,3,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
6808,28,blue-collar,married,basic.6y,no,no,no,may,mon,228,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
6809,47,services,married,high.school,no,no,no,jun,mon,548,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
6810,34,management,married,university.degree,unknown,no,no,may,mon,102,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
6811,47,blue-collar,divorced,basic.9y,no,yes,yes,jul,mon,138,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6812,29,admin.,single,university.degree,no,yes,no,aug,fri,79,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
6813,34,admin.,single,university.degree,no,yes,no,jul,wed,138,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6814,46,management,married,basic.9y,no,yes,no,may,thu,126,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
6815,56,management,married,basic.4y,unknown,yes,no,jul,tue,673,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
6816,30,services,married,high.school,unknown,no,no,may,wed,48,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
6817,30,admin.,married,university.degree,no,no,no,jul,wed,397,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6818,50,blue-collar,married,basic.4y,unknown,yes,yes,jul,tue,195,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
6819,42,blue-collar,married,unknown,no,yes,no,apr,fri,496,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6820,45,blue-collar,divorced,basic.4y,no,no,no,apr,mon,197,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6821,35,blue-collar,married,high.school,no,yes,no,may,tue,25,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
6822,30,admin.,married,university.degree,no,no,yes,aug,tue,129,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
6823,32,technician,married,professional.course,no,no,no,jul,tue,711,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6824,56,retired,married,university.degree,no,yes,no,aug,mon,270,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
6825,41,admin.,single,university.degree,unknown,no,no,may,fri,137,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
6826,29,admin.,married,university.degree,no,yes,no,may,thu,203,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
6827,56,admin.,married,high.school,no,yes,no,may,fri,49,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
6828,30,blue-collar,married,basic.9y,no,yes,no,may,wed,99,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
6829,53,admin.,married,high.school,no,yes,no,nov,fri,50,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
6830,39,technician,single,university.degree,unknown,yes,no,jul,mon,333,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6831,26,admin.,married,high.school,no,yes,yes,oct,mon,126,1,999,0,nonexistent,-3.4,92.431,-26.9,0.731,5017.5,no
6832,39,admin.,single,high.school,no,no,yes,aug,thu,216,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
6833,57,blue-collar,married,basic.4y,unknown,yes,no,jun,tue,43,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6834,28,services,married,high.school,no,yes,no,may,tue,485,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
6835,34,admin.,single,university.degree,unknown,yes,yes,aug,mon,90,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
6836,28,blue-collar,married,unknown,unknown,no,no,jun,fri,20,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
6837,42,admin.,married,university.degree,no,yes,no,jul,mon,108,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
6838,28,services,married,high.school,no,no,no,jul,tue,171,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6839,30,admin.,married,university.degree,no,yes,yes,jul,tue,212,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6840,33,services,single,high.school,no,yes,no,may,thu,201,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
6841,31,unemployed,single,professional.course,no,no,no,may,tue,20,12,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
6842,41,services,married,high.school,unknown,no,yes,jul,mon,187,11,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6843,42,unemployed,married,university.degree,unknown,yes,no,jul,tue,431,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6844,37,unemployed,married,basic.9y,no,yes,yes,may,fri,129,4,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
6845,46,self-employed,married,basic.9y,unknown,yes,yes,may,mon,88,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
6846,27,student,single,high.school,unknown,no,no,may,thu,158,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
6847,34,self-employed,single,university.degree,no,yes,no,may,mon,150,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
6848,32,management,married,basic.6y,no,yes,no,may,thu,490,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
6849,38,management,married,university.degree,no,yes,no,nov,thu,258,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
6850,41,admin.,single,high.school,no,no,no,may,mon,76,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
6851,30,blue-collar,single,basic.4y,no,yes,no,jul,tue,82,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
6852,41,admin.,married,high.school,no,no,no,may,fri,356,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
6853,32,technician,married,professional.course,no,no,no,jul,mon,203,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
6854,47,management,married,university.degree,no,yes,no,aug,tue,133,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
6855,37,blue-collar,married,basic.4y,no,no,no,may,tue,565,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
6856,35,technician,single,university.degree,unknown,yes,yes,apr,mon,378,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6857,57,management,married,university.degree,unknown,yes,yes,nov,fri,22,2,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
6858,47,admin.,married,university.degree,no,yes,no,may,fri,138,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
6859,50,technician,married,unknown,no,no,no,may,tue,95,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
6860,56,management,married,professional.course,no,no,no,jul,wed,291,2,999,0,nonexistent,-2.9,92.469,-33.6,1.085,5076.2,no
6861,24,services,single,professional.course,no,yes,no,jul,wed,139,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6862,31,admin.,married,high.school,no,yes,no,jul,tue,305,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6863,31,technician,married,university.degree,no,yes,yes,may,thu,172,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
6864,57,admin.,single,university.degree,unknown,no,no,jul,fri,80,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
6865,57,unemployed,married,university.degree,no,yes,yes,nov,fri,59,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
6866,31,admin.,married,university.degree,no,no,yes,aug,tue,438,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
6867,41,technician,married,professional.course,no,no,yes,aug,wed,81,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
6868,37,technician,single,professional.course,no,no,no,aug,thu,19,13,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
6869,46,blue-collar,married,professional.course,no,yes,no,may,fri,106,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
6870,40,admin.,single,university.degree,no,yes,no,aug,thu,123,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
6871,40,admin.,single,high.school,no,yes,no,may,wed,738,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
6872,45,entrepreneur,married,basic.6y,no,no,no,jun,wed,215,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
6873,40,services,single,high.school,no,yes,yes,may,tue,117,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
6874,35,blue-collar,married,basic.9y,no,yes,no,jul,thu,225,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
6875,43,unemployed,married,university.degree,unknown,no,no,jun,mon,114,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
6876,43,admin.,divorced,basic.9y,no,yes,no,may,wed,321,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
6877,33,unemployed,single,university.degree,no,no,no,nov,thu,187,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
6878,42,blue-collar,married,basic.9y,no,yes,no,dec,wed,187,2,999,0,nonexistent,-3,92.713,-33,0.721,5023.5,no
6879,47,admin.,married,high.school,no,no,no,nov,fri,21,3,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
6880,56,admin.,divorced,basic.9y,unknown,yes,no,may,thu,42,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
6881,30,admin.,married,university.degree,no,yes,no,aug,thu,136,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
6882,24,student,single,professional.course,no,no,yes,oct,tue,133,3,999,2,failure,-1.1,94.601,-49.5,1.008,4963.6,no
6883,50,admin.,married,university.degree,no,no,no,nov,tue,99,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
6884,31,management,married,university.degree,no,yes,yes,aug,mon,203,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
6885,35,services,married,high.school,no,yes,no,jul,tue,377,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
6886,28,admin.,single,university.degree,no,no,no,aug,mon,192,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,no
6887,50,blue-collar,married,basic.9y,no,no,no,nov,mon,1449,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
6888,38,entrepreneur,married,basic.6y,no,no,yes,jun,tue,165,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6889,38,technician,married,professional.course,unknown,yes,no,aug,tue,134,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
6890,34,admin.,married,university.degree,unknown,yes,no,aug,tue,97,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
6891,45,housemaid,married,professional.course,unknown,no,no,may,tue,74,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
6892,40,blue-collar,single,basic.9y,no,yes,yes,may,wed,325,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
6893,36,services,divorced,high.school,no,yes,no,may,wed,502,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
6894,34,technician,married,professional.course,unknown,no,no,jul,thu,46,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
6895,47,blue-collar,divorced,basic.9y,no,yes,no,jul,tue,266,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6896,59,admin.,married,university.degree,no,yes,no,aug,fri,73,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
6897,54,housemaid,divorced,basic.4y,no,yes,yes,jul,mon,78,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6898,49,technician,married,professional.course,no,no,no,jul,fri,96,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
6899,38,technician,divorced,professional.course,no,yes,yes,may,tue,351,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
6900,55,blue-collar,married,basic.9y,no,yes,no,may,wed,249,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
6901,27,blue-collar,married,basic.9y,no,no,no,jul,wed,128,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
6902,50,blue-collar,married,basic.4y,unknown,no,yes,may,tue,600,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
6903,31,admin.,single,university.degree,unknown,yes,no,may,fri,266,3,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
6904,32,unknown,single,high.school,no,yes,no,oct,fri,267,1,999,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,no
6905,30,technician,married,professional.course,no,no,no,may,thu,390,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
6906,36,blue-collar,married,basic.6y,no,yes,no,may,wed,57,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
6907,46,blue-collar,married,professional.course,no,no,no,aug,mon,255,3,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,no
6908,25,services,single,high.school,no,yes,no,jun,fri,13,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
6909,39,services,married,basic.9y,no,no,no,jul,wed,100,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6910,33,services,single,basic.6y,unknown,no,no,may,mon,916,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
6911,38,blue-collar,married,basic.6y,unknown,yes,no,jul,thu,129,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
6912,33,technician,married,high.school,no,no,no,may,tue,168,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
6913,36,technician,married,professional.course,no,yes,no,aug,thu,92,2,999,1,failure,-2.9,92.201,-31.4,0.873,5076.2,no
6914,37,services,single,high.school,no,yes,no,may,tue,227,9,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
6915,37,blue-collar,married,basic.4y,no,no,no,jul,thu,147,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
6916,39,services,married,basic.9y,unknown,no,no,jun,fri,97,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
6917,39,blue-collar,divorced,basic.6y,unknown,yes,yes,may,wed,32,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
6918,50,unemployed,married,professional.course,no,no,no,may,thu,189,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
6919,26,services,married,basic.9y,no,no,no,may,tue,43,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
6920,40,admin.,married,high.school,no,no,no,jun,thu,97,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
6921,46,blue-collar,married,basic.6y,no,yes,no,aug,fri,119,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
6922,34,technician,single,professional.course,no,yes,no,may,wed,404,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
6923,58,unemployed,married,basic.9y,no,no,yes,oct,tue,49,1,999,2,failure,-3.4,92.431,-26.9,0.742,5017.5,no
6924,50,management,married,university.degree,no,no,no,aug,tue,89,3,4,1,success,-2.9,92.201,-31.4,0.883,5076.2,no
6925,52,unknown,married,basic.4y,no,no,yes,jun,mon,150,17,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
6926,70,retired,married,basic.4y,unknown,yes,no,aug,thu,320,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no
6927,49,services,married,high.school,unknown,yes,yes,may,fri,178,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
6928,46,blue-collar,married,basic.9y,no,no,no,jun,tue,207,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6929,54,admin.,married,university.degree,no,no,yes,sep,fri,172,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,no
6930,35,admin.,single,university.degree,no,yes,no,jul,fri,199,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
6931,31,blue-collar,married,basic.9y,no,yes,yes,may,wed,97,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
6932,45,blue-collar,married,basic.6y,unknown,yes,no,may,wed,157,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
6933,40,technician,married,professional.course,no,no,no,aug,tue,451,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
6934,35,blue-collar,married,basic.9y,unknown,no,no,may,thu,225,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
6935,49,housemaid,married,basic.4y,no,yes,no,aug,fri,448,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
6936,29,technician,single,university.degree,no,yes,no,jul,fri,473,1,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,no
6937,34,admin.,divorced,university.degree,no,no,no,nov,tue,150,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
